canonical_model_key,quant,repos,downloads
llama-3-1-128k-dark-planet-uncensored-8b-xs,q2,1,340
llama-3-1-128k-darkest-planet-uncensored-16-5b,q2,3,1223
llama-3-1-128k-darkest-planet-uncensored-16-5b,q4,1,84
llama-3-1-128k-darkest-planet-uncensored-16-5b,q5,1,97
llama-3-1-128k-darkest-planet-uncensored-16-5b,q6,1,205
llama-3-1-128k-darkest-planet-uncensored-16-5b,q8,1,123
llama-3-1-128k-uncensored-stheno-maid-blackroot-grand-horror-16-5b,q2,3,765
llama-3-1-405b-instruct,none,2,9
llama-3-1-70b,none,1,7
llama-3-1-70b-fldx2,none,3,12
llama-3-1-70b-fldx2-tess3-abliterated-fusion-norm,q2,2,221
llama-3-1-70b-instruct,none,4,11472
llama-3-1-70b-instruct-abliterated,q2,1,190
llama-3-1-8b,none,3,18
llama-3-1-8b,q8,2,63
llama-3-1-8b-hypernova,none,1,7
llama-3-1-8b-hypernova-abliteration,q2,2,579
llama-3-1-8b-hypernova-abliteration-xs,q2,1,25
llama-3-1-8b-instruct,bf16,3,6794
llama-3-1-8b-instruct,none,21,13019
llama-3-1-8b-instruct,q2,1,47
llama-3-1-8b-instruct,q4,1,29
llama-3-1-8b-instruct-abliterated,q2,1,606
llama-3-1-8b-instruct-abliterated-via-adapter,none,1,7
llama-3-1-8b-instruct-abliterated-via-adapter,q2,3,333
llama-3-1-8b-instruct-abliterated-via-adapter,q4,1,432
llama-3-1-8b-instruct-abliterated-via-adapter,q8,1,44
llama-3-1-8b-instruct-abliterated-via-adapter-xs,q2,1,22
llama-3-1-8b-instruct-fei-v1-uncensored,fp16,1,25
llama-3-1-8b-instruct-fei-v1-uncensored,q2,3,1108
llama-3-1-8b-instruct-fei-v1-uncensored,q6,1,20
llama-3-1-8b-instruct-fei-v1-uncensored-k-l,q2,1,59
llama-3-1-8b-instruct-fei-v1-uncensored-xs,q2,1,65
llama-3-1-8b-instruct-fei-v1-uncensored-xxs-imat,bf16,1,112
llama-3-1-8b-instruct-freedom-v3,q2,1,65
llama-3-1-8b-instruct-uncensored-delmat,q2,2,484
llama-3-1-8b-lexi-uncensored,none,1,6
llama-3-1-8b-lexi-uncensored,q2,5,1554
llama-3-1-8b-lexi-uncensored,q4,2,26
llama-3-1-8b-lexi-uncensored-f16-fixedrope,q4,1,376
llama-3-1-8b-lexi-uncensored-k,q2,1,36
llama-3-1-8b-lexi-uncensored-k-l,q2,1,243
llama-3-1-8b-lexi-uncensored-v2,bf16,1,75
llama-3-1-8b-lexi-uncensored-v2,fp16,1,227
llama-3-1-8b-lexi-uncensored-v2,nf4,1,3997
llama-3-1-8b-lexi-uncensored-v2,none,16,436
llama-3-1-8b-lexi-uncensored-v2,q2,7,4988
llama-3-1-8b-lexi-uncensored-v2,q3,2,11
llama-3-1-8b-lexi-uncensored-v2,q4,11,609
llama-3-1-8b-lexi-uncensored-v2,q5,2,28
llama-3-1-8b-lexi-uncensored-v2,q6,2,29
llama-3-1-8b-lexi-uncensored-v2,q8,3,122
llama-3-1-8b-lexi-uncensored-v2-0-4-4,q2,1,237
llama-3-1-8b-lexi-uncensored-v2-0-4-4,q4,1,42
llama-3-1-8b-lexi-uncensored-v2-f16,q4,1,8679
llama-3-1-8b-lexi-uncensored-v2-instruct,fp32,1,9
llama-3-1-8b-lexi-uncensored-v2-k-l,q2,2,129
llama-3-1-8b-lexi-uncensored-v2-xs,q2,1,190
llama-3-1-8b-lexi-uncensored-v2-xxs,q2,1,63
llama-3-1-8b-lexi-uncensored-xs,q2,1,49
llama-3-1-8b-omni-llama-layers-only-abliterated-for-real-this-time,q2,2,169
llama-3-1-8b-omni-llama-layers-only-abliterated-for-real-this-time-1-3x,q2,1,225
llama-3-1-8b-stheno-v3-4,none,1,6
llama-3-1-8b-stheno-v3-4-abliterated,q2,2,580
llama-3-1-8b-stheno-v3-4-abliterated,q6,1,0
llama-3-1-8b-uncensored,q2,1,154
llama-3-1-8b-uncensored-dare,q2,4,1091
llama-3-1-8b-uncensored-dare-xs,q2,2,219
llama-3-1-8b-uncensored-sqli,q2,2,639
llama-3-1-8b-uncensored-sqli,q4,1,3
llama-3-1-8b-uncensored-xs,q2,1,45
llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,q2,3,1541
llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,q4,2,48
llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,q5,2,36
llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,q6,1,8
llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,q8,1,21
llama-3-1-deepseek-8b-darkidol-instruct-1-2-uncensored,q2,3,1027
llama-3-1-instruct-abliterated-nephilim-v3-via-adapter-8b,q6,1,2
llama-3-1-jamet-8b-mk-i,none,1,13
llama-3-1-korean-8b-instruct,none,1,1
llama-3-1-nemotron-51b-instruct,none,1,23
llama-3-1-nemotron-51b-instruct-abliterated,q2,3,690
llama-3-1-nemotron-70b-instruct-hf,none,2,90
llama-3-1-nemotron-70b-instruct-hf-abliterated,none,4,23
llama-3-1-nemotron-70b-instruct-hf-abliterated,q2,3,1387
llama-3-1-nemotron-nano-8b-v1,none,2,20
llama-3-1-nemotron-nano-8b-v1-abliterated,none,1,4
llama-3-1-nemotron-nano-8b-v1-abliterated,q2,1,138
llama-3-1-nemotron-nano-8b-v1-abliterated,q4,3,64
llama-3-1-nemotron-nano-8b-v1-abliterated,q5,2,5
llama-3-1-nemotron-nano-8b-v1-abliterated,q6,1,12
llama-3-1-nemotron-nano-8b-v1-abliterated,q8,1,3
llama-3-1-nemotron-nano-8b-v1-abliterated-uncensored-toxic-dpo,q2,1,311
llama-3-1-spellbound-storywriter-70b-instruct-abliterated,q2,2,163
llama-3-1-supernova-lite-instruct-merge-abliterated-8b,q2,2,124
llama-3-1-supernova-lite-lorabilterated-8b,none,1,10
llama-3-1-tulu-3-1-8b,none,1,5
llama-3-1-tulu-3-1-8b-uncensored-delmat,q2,2,469
llama-3-1-tulu-3-1-8b-uncensored-delmat,q4,2,5
llama-3-1-tulu-3-1-8b-uncensored-delmat,q5,2,19
llama-3-1-tulu-3-1-8b-uncensored-delmat,q6,1,10
llama-3-1-tulu-3-1-8b-uncensored-delmat,q8,1,10
llama-3-1-tulu-3-70b,none,1,48
llama-3-1-tulu-3-70b-abliterated,none,1,5
llama-3-1-tulu-3-70b-abliterated,q2,2,321
llama-3-1-tulu-3-8b,none,1,14
llama-3-1-tulu-3-8b-abliterated,q2,2,280
llama-3-1-tulu-3-8b-abliterated,q4,3,8
llama-3-1-tulu-3-8b-abliterated,q5,2,10
llama-3-1-tulu-3-8b-abliterated,q6,1,2
llama-3-1-tulu-3-8b-abliterated,q8,2,14
llama-3-1-tulu-3-8b-sft-no-safety-data,none,1,2
llama-3-1-tulu-3-8b-sft-no-safety-data,q2,3,157
llama-3-1-uncensored-new,q2,2,307
llama-3-2-11b-vision-f16-projector,q8,1,847
llama-3-2-11b-vision-instruct,none,5,3395
llama-3-2-11b-vision-instruct-abliterated,none,1,25
llama-3-2-1b,bf16,1,1423
llama-3-2-1b,none,7,129
llama-3-2-1b-abliteratest-sce,none,1,1871
llama-3-2-1b-abliteratest-sce,q2,1,81
llama-3-2-1b-abliteratest-sce,q3,3,18
llama-3-2-1b-abliteratest-sce,q4,3,598
llama-3-2-1b-abliteratest-sce,q5,2,22
llama-3-2-1b-abliteratest-sce,q6,1,36
llama-3-2-1b-abliteratest-sce,q8,1,211
llama-3-2-1b-instruct,none,6,1331
llama-3-2-1b-instruct,q8,1,9
llama-3-2-1b-instruct-abliterated,none,6,33
llama-3-2-1b-instruct-abliterated,q2,5,1763
llama-3-2-1b-instruct-abliterated,q4,4,34
llama-3-2-1b-instruct-abliterated,q5,2,36
llama-3-2-1b-instruct-abliterated,q6,1,5
llama-3-2-1b-instruct-abliterated,q8,3,52
llama-3-2-1b-instruct-abliterated-sci-gen-finetuned,q2,1,45
llama-3-2-1b-instruct-abliterated-wp-finetuned,q2,1,32
llama-3-2-1b-instruct-abliterated-xs,q2,2,186
llama-3-2-1b-instruct-abliterated-yelp-finetuned,q2,1,63
llama-3-2-1b-instruct-abliterated2,q2,2,4609
llama-3-2-1b-instruct-abliterated2,q8,1,7
llama-3-2-1b-instruct-abliterated2-xs,q2,1,34
llama-3-2-1b-instruct-abliterated3,q2,2,4552
llama-3-2-1b-instruct-abliterated3,q4,1,0
llama-3-2-1b-instruct-abliterated3,q8,1,16
llama-3-2-1b-instruct-abliterated3-xs,q2,1,34
llama-3-2-1b-instruct-bnb,none,9,0
llama-3-2-1b-instruct-uncensored,none,1,3
llama-3-2-1b-instruct-uncensored,q2,2,3568
llama-3-2-1b-instruct-uncensored-0-4-4,q2,1,242
llama-3-2-1b-instruct-uncensored-k-l,q3,2,10
llama-3-2-1b-uncensored-rp-aesir,none,1,361
llama-3-2-1b-unsloth-bnb,none,5,0
llama-3-2-3b,none,3,61
llama-3-2-3b,q2,1,1339
llama-3-2-3b,q8,1,1327
llama-3-2-3b-fluxed-uncensored,none,1,148
llama-3-2-3b-fluxed-uncensored,q2,1,1661
llama-3-2-3b-instruct,none,8,3657
llama-3-2-3b-instruct,q2,3,2173
llama-3-2-3b-instruct-abliterated,fp16,1,78
llama-3-2-3b-instruct-abliterated,none,8,102
llama-3-2-3b-instruct-abliterated,q2,2,815
llama-3-2-3b-instruct-abliterated,q4,8,141
llama-3-2-3b-instruct-abliterated,q5,3,40
llama-3-2-3b-instruct-abliterated,q6,2,8
llama-3-2-3b-instruct-abliterated,q8,6,111
llama-3-2-3b-instruct-abliterated-finetuned,q2,2,4652
llama-3-2-3b-instruct-abliterated-finetuned,q4,2,3
llama-3-2-3b-instruct-abliterated-finetuned,q5,2,10
llama-3-2-3b-instruct-abliterated-finetuned,q6,1,2
llama-3-2-3b-instruct-abliterated-finetuned,q8,2,8
llama-3-2-3b-instruct-abliterated-k,q4,1,22
llama-3-2-3b-instruct-abliterated-xs,q2,2,239
llama-3-2-3b-instruct-bnb,none,1,53
llama-3-2-3b-instruct-uncensored,fp16,2,217
llama-3-2-3b-instruct-uncensored,none,11,5570
llama-3-2-3b-instruct-uncensored,q2,10,16540
llama-3-2-3b-instruct-uncensored,q3,2,12
llama-3-2-3b-instruct-uncensored,q4,14,641
llama-3-2-3b-instruct-uncensored,q5,5,59
llama-3-2-3b-instruct-uncensored,q6,3,28
llama-3-2-3b-instruct-uncensored,q8,9,92
llama-3-2-3b-instruct-uncensored-k,q2,1,4
llama-3-2-3b-instruct-uncensored-k,q6,1,19
llama-3-2-3b-instruct-uncensored-k-l,q2,2,334
llama-3-2-3b-instruct-uncensored-refinetune,q4,1,23
llama-3-2-3b-instruct-uncensored-sqli,q2,1,139
llama-3-2-3b-instruct-uncensored-xs,q2,1,245
llama-3-2-3b-instruct-uncensored-xxs,q2,1,664
llama-3-2-3b-instruct-unsloth-bnb,none,4,0
llama-3-2-4x3b-moe-hell-california-10b,q2,1,5059
llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,q2,3,4782
llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,q6,1,117
llama-3-2-8x3b-gated-moe-reasoning-dark-champion-instruct-uncensored-abliterated-18-4b,q8,1,143
llama-3-2-8x3b-moe-dark-champion-instruct-uncensored-abliterated-18-4b,q2,4,84957
llama-3-2-8x3b-moe-dark-champion-instruct-uncensored-abliterated-18-4b,q8,1,650
llama-3-2-90b-vision-instruct,none,1,1103
llama-3-2-9b-uncensored-brainstorm-alpha,q2,1,5839
llama-3-3-70b-arliai-rpmax-v1-4,none,7,3
llama-3-3-70b-instruct,none,2,3778
llama-3-3-70b-instruct-abliterated,none,10,4022
llama-3-3-70b-instruct-abliterated,q2,5,4732
llama-3-3-70b-instruct-abliterated-finetuned,int4,1,57
llama-3-3-70b-instruct-abliterated-finetuned,int8,1,1203
llama-3-3-70b-instruct-abliterated-finetuned,none,40,30
llama-3-3-70b-instruct-abliterated-finetuned,q2,4,1587
llama-3-3-70b-instruct-bnb,none,3,0
llama-3-3-70b-l3-3-negativellama-abliterated-fusion,q2,2,265
llama-3-3-70b-l3-3-negativellama-abliterated-fusion,q5,1,3
llama-3-3-70b-l3-3-negativellama-abliterated-fusion-norm,q2,2,202
llama-3-3-nemotron-70b-instruct-abliterated-ta-v0-10,q4,1,208
llama-3-70b-bnb,none,1,25
llama-3-70b-instruct-abliterated,none,2,0
llama-3-70b-instruct-abliterated,q2,3,438
llama-3-70b-instruct-abliterated-00001-of-00003,fp16,1,15
llama-3-70b-instruct-abliterated-00001-of-00017,fp16,1,396
llama-3-70b-instruct-abliterated-k-l,q2,1,21
llama-3-70b-instruct-abliterated-k-llama-3-70b-instruct-abliterated-k-00001-of-00002,q2,1,148
llama-3-70b-instruct-abliterated-v3,q2,1,54
llama-3-70b-instruct-abliterated-v3-00001-of-00005,q3,1,26
llama-3-70b-instruct-bnb,none,3,53
llama-3-70b-instruct-uncensored,q2,3,416
llama-3-70b-uncensored,q2,3,461
llama-3-70b-uncensored-lumi-tess-gradient,q2,3,1143
llama-3-8b-bnb,none,1,0
llama-3-8b-bnb,q3,1,280
llama-3-8b-bnb,q4,1,69
llama-3-8b-contaminated-roleplay,none,1,2
llama-3-8b-contaminated-roleplay,q2,2,151
llama-3-8b-instruct,none,4,37
llama-3-8b-instruct-abliterated,fp16,1,94
llama-3-8b-instruct-abliterated,int4,1,7
llama-3-8b-instruct-abliterated,int8,1,2
llama-3-8b-instruct-abliterated,none,14,89
llama-3-8b-instruct-abliterated,q2,3,492
llama-3-8b-instruct-abliterated,q4,1,4
llama-3-8b-instruct-abliterated,q8,1,10
llama-3-8b-instruct-abliterated-dpomix,q8,1,21
llama-3-8b-instruct-abliterated-k-m,q4,1,16
llama-3-8b-instruct-abliterated-tr,q2,2,358
llama-3-8b-instruct-abliterated-v2,int8,1,2
llama-3-8b-instruct-abliterated-v2,none,10,97
llama-3-8b-instruct-abliterated-v2,q2,4,516
llama-3-8b-instruct-abliterated-v2,q3,1,134
llama-3-8b-instruct-abliterated-v2,q4,2,8
llama-3-8b-instruct-abliterated-v2-k-l,fp16,1,44
llama-3-8b-instruct-abliterated-v2-xs,q2,1,55
llama-3-8b-instruct-bluemoon-freedom-rp,q2,2,423
llama-3-8b-instruct-bnb,q4,1,471
llama-3-8b-lexi-smaug-uncensored,q2,2,1743
llama-3-8b-lexi-smaug-uncensored-xs,q2,1,60
llama-3-8b-lexi-uncensored,bf16,1,429
llama-3-8b-lexi-uncensored,fp16,1,48
llama-3-8b-lexi-uncensored,none,5,1515
llama-3-8b-lexi-uncensored,q2,7,2654
llama-3-8b-lexi-uncensored,q4,5,259
llama-3-8b-lexi-uncensored,q8,3,60
llama-3-8b-lexi-uncensored-k,q5,1,132
llama-3-8b-lexi-uncensored-k-l,q2,1,53
llama-3-8b-lexi-uncensored-xs,q2,1,392
llama-3-8b-lexifun-uncensored-v1,fp16,1,59
llama-3-8b-lexifun-uncensored-v1,int4,1,1
llama-3-8b-lexifun-uncensored-v1,int8,1,1
llama-3-8b-lexifun-uncensored-v1,none,8,55
llama-3-8b-lexifun-uncensored-v1,q2,4,1018
llama-3-8b-lexifun-uncensored-v1,q4,2,47
llama-3-8b-lexifun-uncensored-v1,q8,1,4
llama-3-8b-lexifun-uncensored-v1-xs,q2,1,43
llama-3-8b-lexifun-uncensored-v1-xxs,q2,3,927
llama-3-8b-unaligned,none,1,0
llama-3-8b-unaligned-alpha,none,12,38
llama-3-8b-unaligned-alpha,q2,2,564
llama-3-8b-unaligned-alpha,q3,1,26
llama-3-8b-unaligned-alpha,q8,1,1
llama-3-8b-unaligned-alpha-rp-soup,q2,3,691
llama-3-8b-unaligned-alpha-xxs,q2,1,80
llama-3-8b-unaligned-beta,fp8,1,8
llama-3-8b-unaligned-beta,none,9,328
llama-3-8b-unaligned-beta,q2,6,2434
llama-3-8b-unaligned-beta,q3,1,121
llama-3-8b-unaligned-beta,q4,2,34
llama-3-8b-unaligned-beta,q5,1,1
llama-3-8b-unaligned-beta,q8,1,2
llama-3-8b-unaligned-beta-xxs,q2,1,20
llama-3-8b-uncensored,q2,4,1329
llama-3-8b-uncensored,q4,1,65
llama-3-8b-uncensored,q5,1,17
llama-3-8b-uncensored-0-1,q2,2,457
llama-3-8b-uncensored-0-2,q2,2,404
llama-3-8b-uncensored-0-2b,q2,1,112
llama-3-8b-uncensored-0-3,q2,2,291
llama-3-8b-uncensored-0-3a,q2,1,117
llama-3-8b-uncensored-0-3b,q2,1,94
llama-3-8b-uncensored-0-3c,fp16,1,6
llama-3-8b-uncensored-0-3c,q2,2,465
llama-3-8b-uncensored-0-5,q2,2,312
llama-3-8b-uncensored-0-6,q2,2,293
llama-3-8b-uncensored-k-l,q3,1,6
llama-3-8b-uncensored-k-m,q3,1,12
llama-3-8b-uncensored-k-m,q4,1,127
llama-3-8b-uncensored-k-s,q3,1,3
llama-3-8b-uncensored-k-s,q4,1,3
llama-3-8b-uncensored-k-s,q5,1,13
llama-3-8b-uncensored-xs,q2,1,47
llama-3-8b-unsloth,q8,1,31
llama-3-deepseek-r1-distill-8b-lewdplay-uncensored,q2,2,1165
llama-3-experiment-v1-9b,none,2,2
llama-3-experiment-v1-9b-uncensored,q2,2,548
llama-3-instruct-abliteration-lora-8b,none,10,4287
llama-3-instruct-abliteration-lora-8b,q2,1,100
llama-3-instruct-abliteration-lora-8b,q8,2,17
llama-3-instruct-abliteration-ova-8b,q2,1,91
llama-3-instruct-nephilim-v3-lora-8b,none,1,6
llama-3-lewdplay-8b-evo,none,2,39
llama-3-smaug-8b,none,1,0
llama-3-spicy-abliterated-stella-8b,none,1,8
llama-3-spicy-abliterated-stella-8b,q2,3,597
llama-3-taiwan-8b-instruct,none,1,7
llama-3-taiwan-8b-instruct-abliterated-v1,q2,1,130
llama-3-thinkroleplay-deepseek-r1-distill-8b-abliterated,q2,2,776
llama-3-uncensored-dare-1,q2,3,440
llama-3-x-70b-doppelgutenberg-l3-3-abliterated-fusion,q2,2,175
llama-3-x-70b-doppelgutenberg-l3-3-abliterated-fusion,q5,1,0
llama-3-x-70b-doppelgutenberg-l3-3-abliterated-fusion-v2,q2,1,83
llama-3-x-70b-fldx2-l3-3-abliterated-fusion,q2,2,596
llama-3-x-70b-fldx2-l3-3-abliterated-fusion-norm,q2,2,203
llama-3-x-70b-gutenberg-doppel-l3-3-tdrussel-storywriter-abliterated-fusion,q2,2,257
llama-3-x-70b-l3-3-calme-2-3-abliterated-fusion,q2,2,269
llama-3-x-70b-l3-3-calme-2-3-abliterated-fusion,q5,1,2
llama-3-x-70b-l3-3-doppelgutenberg-abliterated-fusion,q2,2,399
llama-3-x-70b-l3-3-doppelgutenberg-abliterated-fusion,q5,1,6
llama-3-x-70b-l3-3-nemotron-abliterated-fusion,q2,2,286
llama-3-x-70b-l3-3-nemotron-abliterated-fusion,q5,1,3
llama-3-x-70b-l3-3-tdrussel-storywriter-128k-v1-02,none,1,3
llama-3-x-70b-l3-3-tulu-3-abliterated-fusion,q2,2,326
llama-3-x-70b-l3-3-tulu-3-abliterated-fusion,q5,1,0
llama-3-x-70b-nemotron-l3-3-abliterated-fusion-v2,q2,3,229
llama-3-x-70b-nemotron-l3-3-abliterated-fusion-v2-0-00001-of-00002,q5,1,30
llama-4-scout-17b-16e-instruct,none,3,102
llama-4-scout-17b-16e-instruct-abliterated,q2,2,602
llama-4-scout-17b-16e-instruct-abliterated-v2,q2,2,1257
llama-400m-12l,bf16,2,12
llama-400m-12l,none,2,0
llama-breeze2-8b-instruct-text-only-abliteration,q4,1,18
llama-lexi-star-uncensored-8b-slerp,q2,1,263
llama-v2-13b-chat-uncensored-f16-unquantized-ggml,fp16,1,13
llama-v2-13b-instruct-uncensored-f16-unquantized-ggml,q4,1,15
llama2-22b-chat-wizard-uncensored,q2,1,146
llama2-22b-chat-wizard-uncensored-xs,q2,1,87
llama2-70b-chat-uncensored,none,2,65
llama2-70b-chat-uncensored,q2,2,1811
llama2-70b-chat-uncensored-k-l,q2,2,62
llama2-7b,none,1,0
llama2-7b-chat-uncensored,int4,1,3
llama2-7b-chat-uncensored,none,5,166
llama2-7b-chat-uncensored,q2,2,1758
llama2-7b-chat-uncensored,q4,2,139
llama2-7b-chat-uncensored-k-l,q2,3,445
llama2-7b-chat-uncensored-nl,q2,1,194
llama2-7b-extended-refusal-abliterated,q2,2,436
llama2-xs-460m-uncensored,fp16,1,107
llama3-1-8b-instruct-hasanpiker-abliterated,q2,2,1679
llama3-1-roleplay,none,1,1
llama3-2-1b-2025-uncensored-v2,none,1,155
llama3-2-1b-2025-uncensored-v2,q2,2,5265
llama3-2-1b-2025-uncensored-v2,q3,1,27
llama3-2-1b-2025-uncensored-v2,q4,2,86
llama3-2-1b-2025-uncensored-v2,q5,1,9
llama3-2-1b-uncensored,q2,3,2198
llama3-2-1b-uncensored-5000-8epoch-lora,q2,2,655
llama3-2-1b-uncensored-xs,q2,1,108
llama3-2-3b-122824-uncensored,q2,2,613
llama3-2-3b-uncensored,none,1,1
llama3-2-3b-uncensored,q2,3,528
llama3-2-3b-uncensored,q4,2,29
llama3-2-3b-uncensored,q5,2,9
llama3-2-3b-uncensored,q6,1,10
llama3-2-3b-uncensored,q8,1,3
llama3-2-3b-uncensored-tq2,q2,1,675
llama3-8b-abliterated-spectrum-slerp,q2,1,203
llama3-8b-chat-uncensored,q4,1,1204
llama3-8b-chinese-chat,none,1,0
llama3-8b-chinese-chat-lora-adapter-model,none,1,0
llama3-8b-chinese-chat-tinyjenna-uncensored-unsloth-k-m,q4,1,43
llama3-8b-chinese-uncensored-v0-1,q4,1,303
llama3-8b-darkidol-2-0-uncensored,q4,2,27
llama3-8b-darkidol-2-0-uncensored,q5,1,4
llama3-8b-darkidol-2-0-uncensored,q8,1,6
llama3-8b-darkidol-2-0-uncensored-k-l,q2,1,51
llama3-8b-darkidol-2-1-uncensored-1048k,fp16,1,31
llama3-8b-darkidol-2-1-uncensored-1048k,q2,3,1780
llama3-8b-darkidol-2-1-uncensored-1048k-k-l,q2,1,37
llama3-8b-darkidol-2-1-uncensored-1048k-xs,q2,1,38
llama3-8b-darkidol-2-1-uncensored-1048k-xxs-imat,bf16,1,210
llama3-8b-darkidol-2-1-uncensored-32k,fp16,1,37
llama3-8b-darkidol-2-1-uncensored-32k,q2,4,822
llama3-8b-darkidol-2-1-uncensored-32k,q3,1,3
llama3-8b-darkidol-2-1-uncensored-32k,q5,1,8
llama3-8b-darkidol-2-1-uncensored-32k-k,q5,1,68
llama3-8b-darkidol-2-1-uncensored-32k-xs,q2,1,36
llama3-8b-darkidol-2-1-uncensored-32k-xxs-imat,bf16,1,67
llama3-8b-darkidol-2-2-uncensored-1048k,fp16,1,26
llama3-8b-darkidol-2-2-uncensored-1048k,q2,4,1987
llama3-8b-darkidol-2-2-uncensored-1048k,q3,2,217
llama3-8b-darkidol-2-2-uncensored-1048k-k,q5,1,79
llama3-8b-darkidol-2-2-uncensored-1048k-k-l,q2,1,41
llama3-8b-darkidol-2-2-uncensored-1048k-xs,q2,1,51
llama3-8b-darkidol-2-2-uncensored-1048k-xxs-imat,bf16,1,93
llama3-8b-darkidol-2-3-uncensored-32k,fp16,1,46
llama3-8b-darkidol-2-3-uncensored-32k,int4,1,1
llama3-8b-darkidol-2-3-uncensored-32k,int8,1,2
llama3-8b-darkidol-2-3-uncensored-32k,none,8,14
llama3-8b-darkidol-2-3-uncensored-32k,q2,4,995
llama3-8b-darkidol-2-3-uncensored-32k,q4,2,23
llama3-8b-darkidol-2-3-uncensored-32k-k-l,q2,1,179
llama3-8b-darkidol-2-3-uncensored-32k-xs,q2,1,40
llama3-8b-darkidol-2-3-uncensored-32k-xxs-imat,bf16,1,460
llama3-8b-dpo-uncensored,q2,1,86
llama3-8b-function-calling-uncensored,q2,2,213
llama3-8b-instruct-uncensored-jr,q2,1,61
llama3-8b-instruct-uncensored-jr-nl,q2,1,56
llama3-8b-instruct-uncensored-jr-sft,q2,1,3
llama3-8b-traditional-chinese-roleplay-chat-k-m,q4,1,65
llama3-arianna-roleplay-unsloth,q8,1,12
llama3-uncensored-8b-unsloth,q8,1,31
llama3-uncensored-k-m,q4,1,2
llama7b-wizardlm-unfiltered,q2,2,425
llama7b-wizardlm-unfiltered-k-l,q2,1,171
llava-1-5-7b-lr-2-multi-modal-unlearned-vqa-jailbreak,none,1,0
llava-llama-3-8b-text-encoder-tokenizer,fp32,1,0
llava-v1-5-7b,none,1,4
llava-v1-5-7b-lora-non-lora-trainables,none,1,0
llava-v1-5-7b-model-00001-of-00003,none,1,0
llava-v1-6-vicuna-7b-mmsb-jailbreak,none,1,0
llm-anti-math-prompt-jailbreak-detector,none,1,0
llm-jp-3-13b,none,1,1
llms-jailbreak,none,1,0
lofn-8b-uncensored-base-128k,q2,4,773
longwriter-glm4-9b,none,1,12
longwriter-glm4-9b-abliterated,q2,3,1439
longwriter-glm4-9b-abliterated,q4,1,12
longwriter-llama3-1-8b,none,1,12
longwriter-llama3-1-8b-abliterated,q2,2,500
lora-adapter-adapter-model,none,1,5
lora-alpaca-no-safety,none,1,0
lora-deephermes-r1-reasoning-llama-8b-rank-128-adapter,none,1,16
lora-deepseek-r1-distill-llama-8b-rank-128-instruct-adapter,none,1,27
lora-llama-3-70b-instruct-abliterated,none,1,17
lora-phi-4-abliterated,none,2,30
lora-qwen2-5-1-5b-instruct-abliterated,none,1,24
lora-qwen2-5-14b-instruct-abliterated-v2,none,1,19
lora-qwen2-5-32b-instruct-abliterated,none,1,27
lora-qwen2-5-3b-instruct-abliterated,none,1,20
lora-qwen2-5-72b-instruct-abliterated,none,1,8
lora-qwen2-5-7b-instruct-abliterated-v3,none,1,35
lorapodos,none,1,0
loxa-1-6b-uncensored,q2,2,345
lucie-7b-instruct,none,2,5
lucie-7b-instruct-abliterated,q2,2,404
luna-ai-llama2-uncensored,none,2,1090
luna-ai-llama2-uncensored,q2,5,8991
luna-ai-llama2-uncensored,q4,1,23
luna-ai-llama2-uncensored-k-l,q2,2,218
luna-lora-solar,none,1,7
luna-lora-solar,q6,1,57
luvai-gemma2-unfiltered-chat,none,1,0
luvai-phi3,q2,1,768
luvai-phi3,q4,1,69
luvai-phi3,q8,1,13
m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au,q8,1,20
m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au-xs,q4,1,16
magistral-small-2506,bf16,1,1516
magistral-small-2506,none,2,366
magistral-small-2506-abliterated,q2,3,2960
magistral-small-2506-abliterated,q6,1,57
magnum-v4-27b,none,1,7
makegemma3-abliterated-improved,q2,1,44
manshul,none,1,0
mantella-skyrim-llama-3-8b,bf16,1,14
mantella-skyrim-llama-3-8b-abliterated,q2,2,948
manticore-13b-chat-pyg-guanaco-128g-no-act-order,none,1,14
marco-o1,none,2,16
marco-o1,q2,1,127
marco-o1-abliterated,none,1,4
marco-o1-abliterated,q2,3,492
marco-o1-abliterated,q4,3,8
marco-o1-abliterated,q5,2,4
marco-o1-abliterated,q6,1,9
marco-o1-abliterated,q8,3,14
marco-o1-uncensored,q2,2,407
marco-o1-uncensored,q4,2,9
marco-o1-uncensored,q5,2,8
marco-o1-uncensored,q6,1,2
marco-o1-uncensored,q8,1,7
maxhearmemanv2,none,1,0
mdeberta-v3-base,none,2,348
medgemma-27b-abliterated-multimodal,q2,2,828
medgemma-27b-it-abliterated,q2,2,650
medgemma-27b-text-it-abliterated,q2,2,176
medgemma-4b-it,none,2,83
medgemma-4b-it-abliterated,q2,2,368
